ticker,year,degree_centrality,betweenness_centrality,eigenvector_centrality,composite_score
JBHT,2011,0.0064516129032258064,0.0,0.004589639162255749,-0.407491397112905
NFX,2011,0.0064516129032258064,0.0,0.004240323272326965,-0.4093482177028331
WDC,2011,0.0064516129032258064,0.0,0.004208178994381552,-0.40951908355479755
A,2011,0.0064516129032258064,0.0,0.004054578852604647,-0.41033555916924885
HON,2011,0.0064516129032258064,0.0,0.00396969254786312,-0.41078678009274916
PCAR,2011,0.0064516129032258064,0.0,0.0037536589349439955,-0.4119351265383305
TSO,2011,0.0064516129032258064,0.0,0.0037506799743022134,-0.41195096147632126
PAYX,2011,0.0064516129032258064,0.0,0.0033709071802272643,-0.4139696785283187
ISRG,2011,0.0064516129032258064,0.0,0.003335535294807354,-0.4141577010232749
CMCSA,2011,0.0064516129032258064,0.0,0.0022240927702468108,-0.4200656755060459
HRB,2011,0.0064516129032258064,0.0,0.002131896338719059,-0.42055575407766055
BLL,2011,0.0064516129032258064,0.0,0.0021292851108967244,-0.42056963429818667
GOOGL,2011,0.0064516129032258064,0.0,2.578378926398985e-63,-0.43188804422378846
O,2011,0.0064516129032258064,0.0,2.578378926398985e-63,-0.43188804422378846
AZO,2011,0.0064516129032258064,0.0,1.5216842509036472e-65,-0.43188804422378846
FSLR,2011,0.0064516129032258064,0.0,1.5216842509036472e-65,-0.43188804422378846
BAC,2012,0.4016393442622951,0.5850155805446418,0.6033497797387986,9.81598162645041
HBI,2012,0.18032786885245902,0.1352120308901233,0.16464510624206832,2.7191535611895605
HPQ,2012,0.12295081967213116,0.14157973174366617,0.20976996546083082,2.5509980534350594
BSX,2012,0.14754098360655737,0.15146999051619023,0.15906889757858525,2.5412480035110208
PBCT,2012,0.0819672131147541,0.0987671047283566,0.13502925548390168,1.5436654379453891
HRL,2012,0.11475409836065574,0.07153502235469449,0.10116661608356256,1.4381070939915235
FTR,2012,0.0819672131147541,0.04633518493429075,0.17183784911918845,1.386614546811766
NFLX,2012,0.07377049180327869,0.09212843788104594,0.10839947712690468,1.293045933842702
AAPL,2012,0.04918032786885246,0.005148353881587861,0.21666304309429493,1.0901902581414744
ARNC,2012,0.06557377049180328,0.01652892561983471,0.15307481256519045,0.9575546096092041
LUV,2012,0.06557377049180328,0.04606421894052297,0.10542260058713138,0.9029392923126344
AES,2012,0.05737704918032787,0.026690150386126543,0.1397762866823314,0.8908117306371434
NI,2012,0.0819672131147541,0.014090231675924672,0.10371552156026055,0.8075917764332546
HRB,2012,0.07377049180327869,0.012328952716434088,0.1110044083782563,0.7700803062424305
ETFC,2012,0.07377049180327869,0.026012735401707086,0.08644426809136374,0.731579651267262
AAL,2012,0.07377049180327869,0.013006367700853543,0.09291587214879926,0.6784860171958588
ALK,2012,0.04098360655737705,0.015445061644763584,0.13423799215481524,0.6569104034908889
GE,2012,0.01639344262295082,0.07858013819265683,0.08769072479806285,0.6409705919036085
GT,2012,0.07377049180327869,0.022625660479609812,0.06995232505787702,0.6211303126773197
EA,2012,0.06557377049180328,0.025335320417287633,0.06642426589963087,0.5561964514616355
XRX,2012,0.04098360655737705,0.03712234114618616,0.08349445222217491,0.5330018682582117
TGNA,2012,0.05737704918032787,0.027909497358081563,0.06784768135592766,0.5166712105988226
AJG,2012,0.02459016393442623,0.06259314456035768,0.07234909488777222,0.5162840631933
COG,2012,0.05737704918032787,0.014632163663460237,0.07550911018798154,0.46807940658018676
IPG,2012,0.06557377049180328,0.021948245495190356,0.05059044056878548,0.4492453977653743
AMAT,2012,0.03278688524590164,0.0009483809781872376,0.12203109547891507,0.43009606605313283
HBAN,2012,0.05737704918032787,0.012599918710201871,0.05723783693152224,0.35728583758410853
AIG,2012,0.02459016393442623,0.010161224766291832,0.10715635037896656,0.34859487594862154
F,2012,0.01639344262295082,0.0,0.11481788963191455,0.25655770777043857
